loan_id,borrower_id,loan_type,origination_date,maturity_date,original_principal,current_balance,interest_rate,term_months,borrower_state,loan_purpose,credit_grade,employment_length,income_band,payment_status,days_past_due,servicer_name,last_payment_date,last_updated_at,document_status
LN-00251,BR-03251,Home Equity,2022-06-08,2026-06-08,199821,59740.29,7.73,48,WA,Major purchase,D,3 years,$50k-$75k,Late,30,Blue Ridge Servicing,2026-05-30,2026-07-16T00:00:00Z,Complete
LN-00252,BR-03252,Home Equity,2024-10-21,2027-10-22,192859,108400.73,5.46,36,OR,Major purchase,B,5 years,$75k-$100k,Delinquent,90,Summit Financial,2026-05-12,2026-08-01T00:00:00Z,Complete
LN-00253,BR-03253,Mortgage,2021-06-04,2026-06-04,229276,158704.06,5.18,60,NC,Auto purchase,B,7 years,$50k-$75k,Current,0,Harbor Servicing,2026-06-16,2026-06-30T00:00:00Z,Complete
LN-00254,BR-03254,Mortgage,2021-02-28,2027-03-01,123766,70439.08,3.87,72,NJ,Home improvement,A,3 years,$75k-$100k,Current,0,Blue Ridge Servicing,2026-04-20,2026-07-07T00:00:00Z,Complete
LN-00255,BR-03255,Installment,2024-03-30,2039-03-31,319208,119477.9,10.98,180,MI,Education,B,7 years,$100k-$150k,Current,0,Summit Financial,2026-05-04,2026-07-20T00:00:00Z,Complete
LN-00256,BR-03256,Auto,2021-01-25,2036-01-26,36644,11164.08,11.67,180,GA,Auto purchase,B,5 years,$75k-$100k,Current,0,Harbor Servicing,2026-04-13,2026-05-31T00:00:00Z,Complete
LN-00257,BR-03257,Mortgage,2021-01-16,2051-01-17,94391,58794.8,8.03,360,MI,Education,B,5 years,$100k-$150k,Current,0,Pioneer Credit,2026-06-28,2026-05-02T00:00:00Z,Complete
LN-00258,BR-03258,Installment,2022-11-27,2042-11-28,464189,207685.51,5.18,240,NJ,Auto purchase,C,10 years,$100k-$150k,Current,0,Northstar Servicing,2026-04-24,2026-06-26T00:00:00Z,Complete
LN-00259,BR-03259,Installment,2021-05-20,2024-05-20,227987,209009.36,12.46,36,FL,Debt consolidation,D,7 years,$100k-$150k,Current,0,Harbor Servicing,2026-04-06,2026-07-03T00:00:00Z,Complete
LN-00260,BR-03260,Installment,2023-12-23,2026-12-23,459598,243251.2,9.64,36,NC,Medical,A,5 years,$75k-$100k,Current,0,Summit Financial,2026-06-07,2026-07-31T00:00:00Z,Complete
LN-00261,BR-03261,Home Equity,2023-02-18,2033-02-18,68780,18320.73,6.46,120,NJ,Education,B,3 years,$75k-$100k,Current,0,Pioneer Credit,2026-07-02,2026-07-09T00:00:00Z,Complete
LN-00262,BR-03262,Student,2021-10-29,2031-10-30,77351,66399.49,12.44,120,OH,Major purchase,B,12 years,$100k-$150k,Current,0,Atlas Loan Co.,2026-05-02,2026-05-25T00:00:00Z,Complete
LN-00263,BR-03263,Auto,2023-12-28,2027-12-28,64412,38148.52,3.58,48,MI,Education,D,3 years,$100k-$150k,Current,0,Summit Financial,2026-06-25,2026-07-01T00:00:00Z,Complete
LN-00264,BR-03264,Home Equity,2023-05-13,2053-05-13,283866,254683.19,7.91,360,VA,Education,D,5 years,$50k-$75k,Current,0,Northstar Servicing,2026-07-04,2026-06-03T00:00:00Z,Complete
LN-00265,BR-03265,Auto,2022-05-08,2026-05-08,478719,168594.63,5.38,48,PA,Auto purchase,A,12 years,$50k-$75k,Current,0,Atlas Loan Co.,2026-06-02,2026-07-21T00:00:00Z,Complete
LN-00266,BR-03266,Mortgage,2023-12-21,2026-12-21,308790,81345.42,12.2,36,NC,Major purchase,B,7 years,$75k-$100k,Current,0,Atlas Loan Co.,2026-07-27,2026-06-28T00:00:00Z,Complete
LN-00267,BR-03267,Personal,2021-02-10,2024-02-11,111116,36734.17,7.54,36,MI,Debt consolidation,D,5 years,$100k-$150k,Delinquent,45,Pioneer Credit,2026-07-18,2026-04-24T00:00:00Z,Complete
LN-00268,BR-03268,Auto,2022-09-24,2026-09-24,80657,0,9.73,48,NY,Major purchase,D,2 years,$50k-$75k,Closed,0,Pioneer Credit,2026-04-10,2026-05-26T00:00:00Z,Complete
LN-00269,BR-03269,Auto,2021-11-26,2031-11-27,454110,187267.86,4.73,120,NC,Auto purchase,D,3 years,$100k-$150k,Current,0,Harbor Servicing,2026-07-13,2026-06-09T00:00:00Z,Complete
LN-00270,BR-03270,Home Equity,2022-09-30,2037-09-30,246642,200204.43,4.23,180,WA,Debt consolidation,A,12 years,$150k+,Current,0,Harbor Servicing,2026-06-05,2026-05-23T00:00:00Z,Complete
LN-00271,BR-03271,Home Equity,2021-05-21,2026-05-21,127953,38469.14,3.88,60,MN,Home improvement,C,3 years,$75k-$100k,Current,0,Blue Ridge Servicing,2026-06-07,2026-06-13T00:00:00Z,Complete
LN-00272,BR-03272,Auto,2024-02-25,2054-02-25,184473,141645.85,5.82,360,PA,Auto purchase,B,5 years,$100k-$150k,Current,0,Pioneer Credit,2026-06-05,2026-05-11T00:00:00Z,Complete
LN-00273,BR-03273,Installment,2024-02-23,2030-02-23,47436,31086.26,9.15,72,FL,Education,A,7 years,$75k-$100k,Late,60,Northstar Servicing,2026-07-18,2026-07-12T00:00:00Z,Complete
LN-00274,BR-03274,Installment,2021-09-30,2024-09-30,306282,0,4.03,36,OH,Debt consolidation,A,12 years,$150k+,Closed,0,Harbor Servicing,2026-04-28,2026-05-01T00:00:00Z,Complete
LN-00275,BR-03275,Auto,2024-11-06,2044-11-07,308254,228665.56,8.39,240,OR,Debt consolidation,C,3 years,$50k-$75k,Current,0,Blue Ridge Servicing,2026-06-14,2026-05-21T00:00:00Z,Complete
LN-00276,BR-03276,Home Equity,2023-05-17,2030-05-17,324596,171964.14,6.76,84,GA,Education,B,5 years,$50k-$75k,Current,0,Blue Ridge Servicing,2026-05-25,2026-06-28T00:00:00Z,Complete
LN-00277,BR-03277,Mortgage,2021-12-27,2036-12-27,396234,193457.52,10.78,180,MI,Major purchase,A,10 years,$100k-$150k,Current,0,Northstar Servicing,2026-06-13,2026-05-21T00:00:00Z,Complete
LN-00278,BR-03278,Personal,2021-05-10,2024-05-10,247188,78302.33,7.85,36,IL,Medical,C,10 years,$100k-$150k,Current,0,Atlas Loan Co.,2026-05-17,2026-05-13T00:00:00Z,Complete
LN-00279,BR-03279,Mortgage,2022-08-09,2037-08-09,71347,63629.53,8.96,180,OR,Education,A,7 years,$100k-$150k,Current,0,Summit Financial,2026-06-29,2026-04-06T00:00:00Z,Complete
LN-00280,BR-03280,Installment,2021-12-15,2026-12-15,381545,308258.57,5.35,60,MA,Major purchase,C,5 years,$150k+,Current,0,Atlas Loan Co.,2026-07-20,2026-04-06T00:00:00Z,Partial
LN-00281,BR-03281,Auto,2023-01-25,2043-01-26,348515,237509.12,7.85,240,WA,Debt consolidation,B,12 years,$75k-$100k,Current,0,Pioneer Credit,2026-07-11,2026-07-03T00:00:00Z,Complete
LN-00282,BR-03282,Student,2021-05-19,2051-05-20,240465,97916.39,11.53,360,IL,Education,D,7 years,$75k-$100k,Current,0,Atlas Loan Co.,2026-07-24,2026-04-16T00:00:00Z,Complete
LN-00283,BR-03283,Mortgage,2023-04-22,2028-04-21,186130,87769.23,11.16,60,AZ,Debt consolidation,B,2 years,$75k-$100k,Current,0,Blue Ridge Servicing,2026-05-23,2026-04-19T00:00:00Z,Complete
LN-00284,BR-03284,Auto,2023-08-28,2030-08-28,366491,329611.79,8.56,84,NJ,Education,C,5 years,$100k-$150k,Current,0,Northstar Servicing,2026-07-30,2026-06-08T00:00:00Z,Complete
LN-00285,BR-03285,Auto,2025-01-27,2035-01-28,353399,218298.79,7.92,120,NY,Auto purchase,D,12 years,$100k-$150k,Current,0,Pioneer Credit,2026-04-16,2026-04-23T00:00:00Z,Partial
LN-00286,BR-03286,Auto,2024-11-18,2030-11-19,316955,221503.81,6.72,72,WA,Education,D,10 years,$150k+,Current,0,Northstar Servicing,2026-05-05,2026-04-27T00:00:00Z,Complete
LN-00287,BR-03287,Home Equity,2022-08-28,2052-08-28,339813,203086.8,10.2,360,IL,Auto purchase,B,3 years,$75k-$100k,Late,15,Pioneer Credit,2026-07-19,2026-07-24T00:00:00Z,Complete
LN-00288,BR-03288,Home Equity,2021-09-05,2031-09-06,328174,257453.36,8.2,120,TX,Education,D,7 years,$100k-$150k,Current,0,Harbor Servicing,2026-05-29,2026-07-23T00:00:00Z,Complete
LN-00289,BR-03289,Student,2021-02-19,2026-02-19,112949,84447.49,10.58,60,NY,Home improvement,D,3 years,$100k-$150k,Current,0,Atlas Loan Co.,2026-07-21,2026-05-23T00:00:00Z,Complete
LN-00290,BR-03290,Student,2024-02-11,2031-02-11,17012,8365.55,4.09,84,NJ,Home improvement,B,2 years,$75k-$100k,Current,0,Atlas Loan Co.,2026-07-22,2026-06-19T00:00:00Z,Complete
LN-00291,BR-03291,Student,2024-11-15,2029-11-15,26091,12837.0,10.93,60,MA,Education,B,3 years,$50k-$75k,Current,0,Blue Ridge Servicing,2026-07-06,2026-04-09T00:00:00Z,Complete
LN-00292,BR-03292,Mortgage,2024-04-17,2044-04-18,448144,0,4.59,240,AZ,Medical,A,12 years,$100k-$150k,Closed,0,Pioneer Credit,2026-05-12,2026-06-29T00:00:00Z,Complete
LN-00293,BR-03293,Mortgage,2023-02-04,2038-02-04,395910,226154.22,9.65,180,NY,Auto purchase,C,10 years,$100k-$150k,Late,90,Blue Ridge Servicing,2026-04-24,2026-04-19T00:00:00Z,Complete
LN-00294,BR-03294,Personal,2024-09-09,2054-09-10,171598,92280.81,9.15,360,WA,Home improvement,C,7 years,$50k-$75k,Current,0,Northstar Servicing,2026-05-30,2026-04-28T00:00:00Z,Complete
LN-00295,BR-03295,Home Equity,2025-01-08,2028-01-09,388949,182443.89,6.1,36,MD,Medical,B,5 years,$50k-$75k,Late,30,Harbor Servicing,2026-07-15,2026-05-24T00:00:00Z,Complete
LN-00296,BR-03296,Student,2021-06-19,2028-06-19,91916,41932.4,7.85,84,TN,Auto purchase,C,3 years,$75k-$100k,Current,0,Pioneer Credit,2026-05-20,2026-04-24T00:00:00Z,Complete
LN-00297,BR-03297,Personal,2023-02-07,2043-02-08,78483,0,8.83,240,CO,Debt consolidation,C,7 years,$75k-$100k,Closed,0,Atlas Loan Co.,2026-05-28,2026-06-22T00:00:00Z,Missing
LN-00298,BR-03298,Home Equity,2021-07-10,2041-07-11,124374,102782.31,6.82,240,FL,Medical,B,12 years,$50k-$75k,Late,60,Summit Financial,2026-06-04,2026-06-10T00:00:00Z,Complete
LN-00299,BR-03299,Home Equity,2023-01-06,2033-01-06,480385,267146.9,4.02,120,OH,Home improvement,C,5 years,$50k-$75k,Current,0,Pioneer Credit,2026-04-04,2026-04-05T00:00:00Z,Complete
LN-00300,BR-03300,Installment,2021-09-01,2051-09-02,198515,120815.83,9.58,360,GA,Debt consolidation,A,10 years,$150k+,Current,0,Pioneer Credit,2026-06-28,2026-04-07T00:00:00Z,Complete
LN-00301,BR-03301,Installment,2023-10-22,2043-10-23,122846,86325.42,11.62,240,MN,Home improvement,B,10 years,$75k-$100k,Current,0,Northstar Servicing,2026-06-14,2026-07-27T00:00:00Z,Complete
LN-00302,BR-03302,Student,2021-04-09,2024-04-09,374112,182283.08,12.07,36,MI,Debt consolidation,B,3 years,$150k+,Current,0,Summit Financial,2026-04-16,2026-07-16T00:00:00Z,Complete
LN-00303,BR-03303,Home Equity,2023-01-14,2029-01-14,33795,18705.76,4.71,72,CO,Medical,C,3 years,$100k-$150k,Current,0,Summit Financial,2026-07-20,2026-06-12T00:00:00Z,Complete
LN-00304,BR-03304,Auto,2022-12-16,2032-12-16,470174,395360.57,6.66,120,NY,Home improvement,D,5 years,$150k+,Delinquent,90,Atlas Loan Co.,2026-04-18,2026-07-07T00:00:00Z,Complete
LN-00305,BR-03305,Installment,2022-01-12,2037-01-12,177325,49290.22,12.06,180,CA,Home improvement,B,5 years,$75k-$100k,Current,0,Summit Financial,2026-05-29,2026-07-21T00:00:00Z,Complete
LN-00306,BR-03306,Student,2023-09-26,2030-09-26,73590,55678.38,10.36,84,CA,Debt consolidation,D,5 years,$150k+,Current,0,Harbor Servicing,2026-06-18,2026-04-24T00:00:00Z,Complete
LN-00307,BR-03307,Mortgage,2024-09-04,2027-09-05,17232,9132.7,10.65,36,MI,Home improvement,B,3 years,$50k-$75k,Current,0,Northstar Servicing,2026-06-16,2026-04-21T00:00:00Z,Complete
LN-00308,BR-03308,Mortgage,2024-10-24,2028-10-24,28265,17877.38,5.34,48,NJ,Education,A,2 years,$75k-$100k,Delinquent,60,Blue Ridge Servicing,2026-05-08,2026-07-31T00:00:00Z,Complete
LN-00309,BR-03309,Home Equity,2021-11-23,2024-11-23,174613,96149.98,8.59,36,TX,Auto purchase,A,3 years,$150k+,Current,0,Atlas Loan Co.,2026-07-04,2026-05-07T00:00:00Z,Complete
LN-00310,BR-03310,Mortgage,2021-09-11,2051-09-12,368183,97620.0,9.91,360,VA,Major purchase,B,7 years,$150k+,Delinquent,45,Northstar Servicing,2026-04-07,2026-06-28T00:00:00Z,Complete
LN-00311,BR-03311,Home Equity,2023-01-20,2030-01-20,437631,340173.73,10.5,84,CO,Debt consolidation,C,2 years,$100k-$150k,Current,0,Pioneer Credit,2026-05-11,2026-04-05T00:00:00Z,Complete
LN-00312,BR-03312,Student,2024-05-02,2028-05-02,461875,123644.65,6.59,48,PA,Auto purchase,C,5 years,$100k-$150k,Current,0,Blue Ridge Servicing,2026-05-24,2026-05-24T00:00:00Z,Complete
LN-00313,BR-03313,Home Equity,2023-09-10,2026-09-10,248926,172938.01,9.73,36,MI,Education,D,7 years,$75k-$100k,Current,0,Harbor Servicing,2026-06-02,2026-06-01T00:00:00Z,Complete
LN-00314,BR-03314,Home Equity,2023-05-26,2028-05-25,277967,79575.7,6.43,60,MI,Auto purchase,C,10 years,$150k+,Current,0,Pioneer Credit,2026-06-16,2026-07-15T00:00:00Z,Complete
LN-00315,BR-03315,Student,2021-11-22,2036-11-22,406043,104072.77,8.74,180,MD,Debt consolidation,A,3 years,$150k+,Current,0,Blue Ridge Servicing,2026-07-24,2026-06-27T00:00:00Z,Complete
LN-00316,BR-03316,Home Equity,2023-11-15,2027-11-15,232418,84709.67,4.6,48,MN,Education,B,10 years,$100k-$150k,Current,0,Atlas Loan Co.,2026-07-07,2026-07-13T00:00:00Z,Complete
LN-00317,BR-03317,Home Equity,2024-07-16,2054-07-17,24901,14400.34,10.36,360,MA,Home improvement,A,12 years,$75k-$100k,Late,90,Blue Ridge Servicing,2026-06-30,2026-07-28T00:00:00Z,Complete
LN-00318,BR-03318,Personal,2023-06-12,2043-06-13,349153,314969.02,6.55,240,IL,Auto purchase,B,5 years,$150k+,Current,0,Harbor Servicing,2026-04-10,2026-06-20T00:00:00Z,Complete
LN-00319,BR-03319,Student,2023-12-08,2028-12-07,145837,94448.1,8.78,60,PA,Education,B,5 years,$100k-$150k,Current,0,Northstar Servicing,2026-07-24,2026-06-22T00:00:00Z,Complete
LN-00320,BR-03320,Student,2024-06-13,2026-06-14,419726,152133.55,6.78,24,PA,Medical,B,5 years,$50k-$75k,Current,0,Atlas Loan Co.,2026-05-26,2026-04-05T00:00:00Z,Complete
LN-00321,BR-03321,Home Equity,2024-02-22,2031-02-22,421079,334177.47,7.88,84,TX,Major purchase,C,2 years,$100k-$150k,Current,0,Harbor Servicing,2026-06-19,2026-04-13T00:00:00Z,Complete
LN-00322,BR-03322,Auto,2023-03-28,2027-03-28,191774,0,7.54,48,CA,Home improvement,D,5 years,$50k-$75k,Closed,0,Summit Financial,2026-06-14,2026-04-17T00:00:00Z,Complete
LN-00323,BR-03323,Personal,2023-09-11,2038-09-11,92545,40171.57,9.74,180,VA,Auto purchase,B,3 years,$75k-$100k,Current,0,Summit Financial,2026-06-06,2026-05-04T00:00:00Z,Complete
LN-00324,BR-03324,Personal,2022-03-14,2025-03-14,176211,58470.5,4.25,36,OH,Home improvement,C,12 years,$150k+,Current,0,Pioneer Credit,2026-04-26,2026-07-19T00:00:00Z,Complete
LN-00325,BR-03325,Student,2021-11-06,2024-11-06,43358,13896.89,5.61,36,NJ,Home improvement,C,5 years,$100k-$150k,Current,0,Summit Financial,2026-07-05,2026-07-04T00:00:00Z,Complete
LN-00326,BR-03326,Installment,2023-12-27,2043-12-28,205165,188700.81,9.37,240,IL,Education,D,5 years,$150k+,Current,0,Atlas Loan Co.,2026-04-17,2026-07-07T00:00:00Z,Complete
LN-00327,BR-03327,Auto,2024-08-11,2054-08-12,377404,318021.47,6.55,360,GA,Education,B,7 years,$150k+,Current,0,Summit Financial,2026-04-25,2026-04-11T00:00:00Z,Complete
LN-00328,BR-03328,Installment,2023-04-28,2043-04-29,329372,299383.69,10.27,240,AZ,Major purchase,A,3 years,$100k-$150k,Current,0,Blue Ridge Servicing,2026-05-24,2026-06-19T00:00:00Z,Complete
LN-00329,BR-03329,Mortgage,2023-09-15,2030-09-15,78803,63048.89,11.84,84,NC,Education,C,7 years,$100k-$150k,Delinquent,60,Atlas Loan Co.,2026-06-26,2026-07-16T00:00:00Z,Partial
LN-00330,BR-03330,Installment,2023-08-30,2026-08-30,19692,11039.46,7.92,36,PA,Home improvement,D,3 years,$100k-$150k,Current,0,Blue Ridge Servicing,2026-07-10,2026-06-20T00:00:00Z,Complete
LN-00331,BR-03331,Personal,2023-04-03,2028-04-02,120893,37628.95,10.02,60,OR,Medical,D,10 years,$75k-$100k,Current,0,Harbor Servicing,2026-05-21,2026-07-29T00:00:00Z,Complete
LN-00332,BR-03332,Home Equity,2024-01-06,2054-01-06,456182,267851.77,12.14,360,FL,Debt consolidation,A,10 years,$75k-$100k,Current,0,Summit Financial,2026-05-31,2026-04-26T00:00:00Z,Complete
LN-00333,BR-03333,Mortgage,2022-05-04,2042-05-05,157821,52542.19,9.25,240,NY,Education,B,3 years,$100k-$150k,Current,0,Northstar Servicing,2026-07-16,2026-05-21T00:00:00Z,Complete
LN-00334,BR-03334,Student,2023-04-18,2028-04-17,376968,295861.62,5.86,60,OR,Medical,D,7 years,$100k-$150k,Current,0,Atlas Loan Co.,2026-07-14,2026-04-29T00:00:00Z,Complete
LN-00335,BR-03335,Student,2022-07-30,2042-07-31,193854,126978.36,4.44,240,VA,Medical,D,2 years,$50k-$75k,Current,0,Harbor Servicing,2026-04-19,2026-04-18T00:00:00Z,Complete
LN-00336,BR-03336,Personal,2023-10-17,2030-10-17,170681,147595.71,6.64,84,TX,Education,D,10 years,$50k-$75k,Delinquent,90,Northstar Servicing,2026-05-12,2026-07-05T00:00:00Z,Complete
LN-00337,BR-03337,Auto,2023-04-24,2027-04-24,224195,61578.88,8.78,48,VA,Medical,A,10 years,$100k-$150k,Current,0,Atlas Loan Co.,2026-05-20,2026-07-24T00:00:00Z,Complete
LN-00338,BR-03338,Mortgage,2024-03-23,2027-03-24,53556,38992.86,5.27,36,AZ,Home improvement,D,10 years,$150k+,Current,0,Blue Ridge Servicing,2026-04-06,2026-05-04T00:00:00Z,Complete
LN-00339,BR-03339,Student,2023-08-25,2027-08-25,85129,31605.48,8.02,48,VA,Medical,A,5 years,$150k+,Current,0,Blue Ridge Servicing,2026-06-19,2026-06-03T00:00:00Z,Complete
LN-00340,BR-03340,Installment,2022-05-27,2029-05-27,482786,387327.74,6.34,84,MD,Education,A,2 years,$75k-$100k,Current,0,Pioneer Credit,2026-04-23,2026-06-02T00:00:00Z,Complete
LN-00341,BR-03341,Auto,2022-11-13,2052-11-13,326333,99531.91,4.1,360,MI,Auto purchase,C,5 years,$50k-$75k,Current,0,Northstar Servicing,2026-05-30,2026-07-18T00:00:00Z,Complete
LN-00342,BR-03342,Student,2023-07-27,2053-07-27,417627,229957.33,9.14,360,TN,Auto purchase,B,7 years,$75k-$100k,Late,45,Blue Ridge Servicing,2026-05-06,2026-07-20T00:00:00Z,Complete
LN-00343,BR-03343,Installment,2024-06-08,2026-06-09,486789,192116.7,12.48,24,CO,Major purchase,C,12 years,$75k-$100k,Current,0,Pioneer Credit,2026-04-04,2026-07-24T00:00:00Z,Complete
LN-00344,BR-03344,Mortgage,2021-04-05,2041-04-06,326500,102615.0,9.39,240,WA,Medical,B,2 years,$75k-$100k,Current,0,Northstar Servicing,2026-05-06,2026-06-01T00:00:00Z,Complete
LN-00345,BR-03345,Student,2021-12-18,2051-12-19,404347,217177.45,8.91,360,NJ,Education,B,2 years,$75k-$100k,Current,0,Northstar Servicing,2026-07-04,2026-04-29T00:00:00Z,Complete
LN-00346,BR-03346,Home Equity,2021-12-12,2028-12-12,65082,41512.16,9.29,84,GA,Debt consolidation,B,3 years,$100k-$150k,Current,0,Harbor Servicing,2026-04-21,2026-06-09T00:00:00Z,Complete
LN-00347,BR-03347,Installment,2023-06-16,2029-06-16,250973,63345.26,12.22,72,AZ,Education,B,12 years,$50k-$75k,Current,0,Blue Ridge Servicing,2026-06-12,2026-04-17T00:00:00Z,Complete
LN-00348,BR-03348,Personal,2023-08-27,2043-08-28,57064,0,6.14,240,WA,Education,A,2 years,$50k-$75k,Closed,0,Pioneer Credit,2026-07-24,2026-06-29T00:00:00Z,Complete
LN-00349,BR-03349,Student,2022-12-26,2029-12-26,116808,96647.91,10.21,84,MN,Auto purchase,A,10 years,$100k-$150k,Current,0,Atlas Loan Co.,2026-06-03,2026-07-28T00:00:00Z,Complete
LN-00350,BR-03350,Personal,2024-11-30,2027-12-01,332713,192098.94,9.21,36,AZ,Education,B,2 years,$75k-$100k,Current,0,Pioneer Credit,2026-04-13,2026-05-03T00:00:00Z,Complete
LN-00351,BR-03351,Auto,2024-10-23,2028-10-23,21118,10490.37,7.24,48,NY,Medical,C,2 years,$100k-$150k,Current,0,Harbor Servicing,2026-06-07,2026-07-24T00:00:00Z,Complete
LN-00352,BR-03352,Student,2021-10-07,2031-10-08,352160,282651.37,11.04,120,GA,Medical,D,3 years,$100k-$150k,Current,0,Atlas Loan Co.,2026-06-01,2026-05-10T00:00:00Z,Complete
LN-00353,BR-03353,Home Equity,2021-02-11,2026-02-11,320709,157021.67,5.67,60,GA,Auto purchase,D,10 years,$150k+,Current,0,Summit Financial,2026-05-09,2026-06-20T00:00:00Z,Complete
LN-00354,BR-03354,Student,2021-09-03,2041-09-04,100236,65154.42,9.49,240,MA,Education,D,5 years,$150k+,Current,0,Northstar Servicing,2026-04-30,2026-05-17T00:00:00Z,Complete
LN-00355,BR-03355,Personal,2021-11-03,2041-11-04,389466,106311.79,12.25,240,CA,Major purchase,D,2 years,$100k-$150k,Current,0,Atlas Loan Co.,2026-05-18,2026-07-03T00:00:00Z,Complete
LN-00356,BR-03356,Auto,2023-04-04,2026-04-04,236314,180700.02,6.93,36,OH,Medical,B,12 years,$75k-$100k,Current,0,Pioneer Credit,2026-05-06,2026-06-26T00:00:00Z,Complete
LN-00357,BR-03357,Auto,2021-09-30,2026-09-30,307011,92824.02,11.77,60,WA,Medical,A,2 years,$75k-$100k,Current,0,Blue Ridge Servicing,2026-07-11,2026-05-02T00:00:00Z,Complete
LN-00358,BR-03358,Installment,2023-03-07,2025-03-07,111722,39754.94,11.03,24,IL,Major purchase,A,3 years,$75k-$100k,Current,0,Blue Ridge Servicing,2026-06-07,2026-07-19T00:00:00Z,Complete
LN-00359,BR-03359,Installment,2024-07-15,2034-07-16,320768,237909.62,7.57,120,NY,Debt consolidation,C,7 years,$75k-$100k,Current,0,Pioneer Credit,2026-07-03,2026-04-22T00:00:00Z,Complete
LN-00360,BR-03360,Installment,2023-12-23,2030-12-23,191101,77994.26,10.42,84,VA,Debt consolidation,A,2 years,$100k-$150k,Current,0,Pioneer Credit,2026-07-05,2026-05-31T00:00:00Z,Complete
LN-00361,BR-03361,Mortgage,2021-12-28,2023-12-29,320753,243092.07,4.57,24,MA,Debt consolidation,D,12 years,$75k-$100k,Current,0,Northstar Servicing,2026-04-18,2026-05-03T00:00:00Z,Complete
LN-00362,BR-03362,Auto,2022-06-17,2042-06-18,158362,97052.86,4.68,240,CO,Debt consolidation,A,3 years,$150k+,Current,0,Northstar Servicing,2026-06-20,2026-06-14T00:00:00Z,Complete
LN-00363,BR-03363,Student,2022-07-26,2026-07-26,368592,306616.04,12.41,48,PA,Education,C,10 years,$75k-$100k,Current,0,Summit Financial,2026-07-11,2026-06-15T00:00:00Z,Complete
LN-00364,BR-03364,Personal,2024-10-27,2030-10-28,459581,361900.97,10.73,72,GA,Major purchase,C,12 years,$50k-$75k,Current,0,Pioneer Credit,2026-06-04,2026-05-09T00:00:00Z,Complete
LN-00365,BR-03365,Mortgage,2023-08-02,2029-08-02,149109,74203.22,4.45,72,NY,Home improvement,D,2 years,$75k-$100k,Current,0,Northstar Servicing,2026-07-13,2026-06-06T00:00:00Z,Complete
LN-00366,BR-03366,Personal,2023-04-03,2029-04-03,378506,233101.68,10.77,72,AZ,Auto purchase,A,7 years,$150k+,Current,0,Blue Ridge Servicing,2026-04-13,2026-04-30T00:00:00Z,Complete
LN-00367,BR-03367,Student,2023-06-26,2028-06-25,318778,288043.26,4.89,60,TN,Education,D,3 years,$50k-$75k,Current,0,Harbor Servicing,2026-06-25,2026-06-11T00:00:00Z,Complete
LN-00368,BR-03368,Mortgage,2022-02-02,2028-02-03,244123,0,8.26,72,MA,Major purchase,C,10 years,$150k+,Closed,0,Summit Financial,2026-06-21,2026-07-01T00:00:00Z,Complete
LN-00369,BR-03369,Installment,2021-01-20,2036-01-21,161908,62526.8,4.5,180,MA,Medical,B,5 years,$150k+,Current,0,Pioneer Credit,2026-04-20,2026-07-05T00:00:00Z,Complete
LN-00370,BR-03370,Installment,2022-11-21,2024-11-21,398918,285245.17,7.14,24,OR,Education,B,5 years,$50k-$75k,Current,0,Harbor Servicing,2026-05-17,2026-05-28T00:00:00Z,Complete
LN-00371,BR-03371,Personal,2021-08-19,2028-08-19,348625,307681.03,9.75,84,MA,Home improvement,C,12 years,$50k-$75k,Current,0,Blue Ridge Servicing,2026-07-02,2026-04-24T00:00:00Z,Complete
LN-00372,BR-03372,Student,2024-11-28,2028-11-28,469605,405180.04,9.67,48,IL,Medical,D,10 years,$100k-$150k,Current,0,Northstar Servicing,2026-07-28,2026-05-21T00:00:00Z,Complete
LN-00373,BR-03373,Student,2022-03-26,2027-03-26,31504,17670.39,6.5,60,PA,Major purchase,A,10 years,$75k-$100k,Current,0,Northstar Servicing,2026-06-05,2026-07-25T00:00:00Z,Complete
LN-00374,BR-03374,Home Equity,2021-10-26,2024-10-26,342662,0,5.93,36,NJ,Auto purchase,B,5 years,$100k-$150k,Closed,0,Pioneer Credit,2026-04-12,2026-04-12T00:00:00Z,Complete
LN-00375,BR-03375,Auto,2024-07-21,2027-07-22,493969,327672.34,7.52,36,GA,Auto purchase,A,5 years,$100k-$150k,Current,0,Pioneer Credit,2026-04-13,2026-04-29T00:00:00Z,Complete
LN-00376,BR-03376,Auto,2021-03-02,2027-03-03,453226,393774.02,5.09,72,MA,Debt consolidation,C,3 years,$100k-$150k,Current,0,Summit Financial,2026-07-16,2026-05-30T00:00:00Z,Complete
LN-00377,BR-03377,Auto,2022-07-05,2026-07-05,165400,76098.45,8.19,48,TX,Debt consolidation,D,5 years,$100k-$150k,Current,0,Northstar Servicing,2026-05-04,2026-07-22T00:00:00Z,Complete
LN-00378,BR-03378,Student,2025-01-13,2032-01-14,160505,125679.55,4.68,84,VA,Auto purchase,C,12 years,$50k-$75k,Current,0,Atlas Loan Co.,2026-06-10,2026-04-19T00:00:00Z,Complete
LN-00379,BR-03379,Personal,2024-01-25,2034-01-25,461887,365838.72,11.21,120,TX,Education,D,7 years,$100k-$150k,Current,0,Northstar Servicing,2026-04-19,2026-07-25T00:00:00Z,Complete
